run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,comment
23834,07/15,23:26,8.5831,5.0,HOLE,2.28,42.0,-7.07,12.465,0,-1,0,-1,-1,-1,HOLE,!First real RSIDIS run!!!
23835,07/15,23:58,8.5831,5.0,HOLE,2.28,42.0,-7.07,12.465,0,-1,0,-1,-1,-1,HOLE,0
23837,07/16,00:43,8.5831,5.0,HOLE,2.28,42.0,-7.07,12.465,0,-1,0,-1,-1,-1,HOLE,EDTM is off; 3x3 raster look good
23838,07/16,00:51,8.5831,5.0,HOLE,2.28,42.0,-7.07,12.465,0,-1,0,-1,-1,-1,HOLE,2X2 raster look good
23839,07/16,05:51,8.5831,5.0,LH2,2.28,42.0,-7.07,12.465,-1,-1,-1,-1,0,-1,SHMSHEEP,"Changed to LH2 target;Beam trips above 5uA, so kept running at 5uA"
23840,07/16,06:46,8.5831,5.0,LH2,2.28,42.0,-7.07,12.465,-1,-1,-1,-1,0,-1,SHMSHEEP,0
23841,07/16,07:22,8.5831,25.0,LH2,2.28,42.0,-7.07,12.465,-1,-1,-1,-1,0,-1,SHMSHEEP,Current changed from 5uA to 25uA  in the middle of the run
23842,07/16,08:37,8.5831,35.0,LH2,2.28,42.0,-7.07,12.465,-1,-1,-1,-1,0,-1,SHMSHEEP,"pushed to max current, current was up to 40uA"
23844,07/16,09:46,8.5831,30.0,LH2,2.28,42.0,-7.07,12.465,-1,-1,-1,-1,0,-1,SHMSHEEP,0
23845,07/16,10:18,8.5831,30.0,LH2,2.28,42.0,-7.07,12.465,-1,-1,-1,-1,0,-1,SHMSHEEP,current 30-50uA
23846,07/16,10:49,8.5831,40.0,LH2,2.28,42.0,-7.07,12.465,-1,-1,-1,-1,0,-1,SHMSHEEP,current vary around 40uA
23847,07/16,11:22,8.5831,40.0,LH2,2.28,42.0,-7.07,12.465,-1,-1,-1,-1,0,-1,SHMSHEEP,current vary from 40-50uA
23848,07/16,11:54,8.5831,40.0,LH2,2.28,42.0,-7.07,12.465,-1,-1,-1,-1,0,-1,SHMSHEEP,current vary from 40-50uA
23849,07/16,13:28,8.5831,40.0,LH2,3.75,29.99,-5.67,19.34,-1,-1,-1,-1,0,-1,SHMSHEEP,"detectors changed to low rate elastic p(e,e'p) setting; current 30-50uA"
23850,07/16,14:01,8.5831,40.0,LH2,3.75,29.99,-5.67,19.34,-1,-1,-1,-1,0,-1,SHMSHEEP,current 30-50uA
23851,07/16,14:33,8.5831,40.0,LH2,3.75,29.99,-5.67,19.34,-1,-1,-1,-1,0,-1,SHMSHEEP,current 30-50uA
23853,07/16,16:12,8.5831,max,LH2,-4.5,14.0,-4.5,13.995,-1,-1,5,-1,-1,-1,HMSDIS,"changed to DIS setting at x=0.3, Q2=2.3, W=2.5;No clear current recorded"
23855,07/16,16:31,8.5831,max,LH2,-4.5,14.0,-4.5,13.995,-1,-1,-1,4,-1,-1,HMSDIS,No clear current recorded
23856,07/16,16:46,8.5831,max,LH2,-4.5,14.0,-4.5,13.995,7,-1,-1,-1,-1,-1,SHMSDIS,SHMS run; No clear current recorded
23857,07/16,17:25,8.5831,max,LH2,-4.5,14.0,-4.5,13.995,-1,-1,5,-1,-1,-1,HMSDIS,No clear current recorded
23858,07/16,18:12,8.5831,max,LH2,-4.5,14.0,-4.5,13.995,-1,-1,5,-1,-1,-1,HMSDIS,No clear current recorded
23859,07/16,18:48,8.5831,35.0,LH2,-4.5,14.0,-4.5,13.995,-1,-1,-1,4,-1,-1,HMSDIS,DIS production run with HMS EL_REAL trigger;
23860,07/16,19:38,8.5831,30.0,Dummy,-4.5,14.0,-4.5,13.995,-1,-1,-1,4,-1,-1,HMSDIS,0
23861,07/17,00:05,8.5831,45.0,LH2,-1.531,29.045,-3.632,11.07,-1,-1,-1,-1,-1,0,PI-SIDIS,First SIDIS runs! cointime not centered in window!
23862,07/17,01:58,8.5831,25.0,LD2,-1.531,29.045,-3.632,11.07,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23864,07/17,03:15,8.5831,40.0,C,-1.531,29.045,-3.632,11.07,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23865,07/17,04:13,8.5831,40.0,Cu,-1.531,29.045,-3.632,11.07,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23866,07/17,04:52,8.5831,40.0,Dummy,-1.531,29.045,-3.632,11.07,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23867,07/17,05:41,8.5831,45.0,LH2,-1.531,29.045,-3.632,11.07,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23868,07/17,06:12,8.5831,45.0,LH2,-1.531,29.045,-3.632,11.07,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23876,07/17,22:59,8.5831,15.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,"First run with cointime centered in window, SHMS S2Y15- missing"
23878,07/17,23:53,8.5831,7.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,10uA->7uA to get good trigger rate. SHMS S2Y15- missing
23879,07/18,00:48,8.5831,15.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23880,07/18,01:31,8.5831,15.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,0,-1,PI-SIDIS,SHMS S2Y15- missing
23881,07/18,02:06,8.5831,14.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23882,07/18,02:39,8.5831,14.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23883,07/18,03:12,8.5831,14.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23884,07/18,03:43,8.5831,14.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23885,07/18,04:16,8.5831,7.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23886,07/18,04:56,8.5831,7.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23887,07/18,05:29,8.5831,7.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23888,07/18,06:00,8.5831,7.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23889,07/18,06:36,8.5831,7.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23890,07/18,07:18,8.5831,15.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23891,07/18,07:51,8.5831,8.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23892,07/18,08:59,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23893,07/18,09:33,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23894,07/18,10:09,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23895,07/18,10:44,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23896,07/18,11:23,8.5831,10.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23897,07/18,12:11,8.5831,10.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23898,07/18,12:44,8.5831,10.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23899,07/18,13:20,8.5831,10.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23900,07/18,13:52,8.5831,10.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23901,07/18,14:44,8.5831,10.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23902,07/18,15:10,8.5831,20.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23903,07/18,15:43,8.5831,20.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,SHMS S2Y15- missing
23904,07/18,16:45,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,"SHMS FADC lookback window adjusted, SHMS S2Y15- back"
23905,07/18,17:17,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23906,07/18,17:48,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23907,07/18,18:18,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23908,07/18,18:49,8.5831,10.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23909,07/18,19:25,8.5831,10.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,0,-1,-1,HMSDIS,HMS singles
23911,07/18,20:04,8.5831,10.0,LH2,-1.531,29.045,-2.615,7.865,-1,5,-1,-1,-1,-1,SHMSDIS,SHMS singles
23912,07/18,20:34,8.5831,10.0,LH2,-1.531,29.045,-2.615,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,SHMS singles
23913,07/18,21:45,8.5831,10.0,LH2,-1.531,29.045,-2.615,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,SHMS singles
23915,07/18,22:08,8.5831,10.0,LD2,-1.531,29.045,-2.615,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,SHMS singles
23918,07/18,22:45,8.5831,10.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,3,-1,-1,HMSDIS,0
23919,07/18,23:05,8.5831,10.0,LD2,-1.531,29.045,-2.615,7.865,-1,-1,-1,2,-1,-1,HMSDIS,HMS singles
23925,07/19,00:41,8.5831,15.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,1,-1,-1,HMSDIS,HMS singles
23933,07/19,01:29,8.5831,10.0,Dummy,-1.531,29.045,-2.615,7.865,-1,6,-1,-1,-1,-1,SHMSDIS,0
23934,07/19,02:10,8.5831,10.0,C,-1.531,29.045,-2.615,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
23937,07/19,02:47,8.5831,10.0,C,-1.531,29.045,-2.615,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,0
23938,07/19,03:26,8.5831,10.0,Cu,-1.531,29.045,-2.615,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
23941,07/19,04:02,8.5831,10.0,Cu,-1.531,29.045,-2.615,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,0
23942,07/19,04:52,8.5831,10.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23943,07/19,05:25,8.5831,10.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23944,07/19,05:39,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23945,07/19,06:10,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23946,07/19,06:41,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23947,07/19,07:13,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23948,07/19,08:07,8.5831,20.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23949,07/19,08:46,8.5831,10.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23950,07/19,09:15,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23951,07/19,09:49,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23952,07/19,10:26,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23953,07/19,10:59,8.5831,20.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23954,07/19,11:31,8.5831,10.0,LH2,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23955,07/19,12:13,8.5831,20.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23956,07/19,12:45,8.5831,10.0,Dummy,-1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23957,07/19,13:47,8.5831,32.0,LH2,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23959,07/19,14:20,8.5831,0-45,NONE,-1.531,29.045,-6.538,7.865,0,-1,0,-1,-1,0,BCM,BCM calibration run; EDTM=10Hz
23960,07/19,15:24,8.5831,32.0,LH2,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23961,07/19,15:56,8.5831,20.0,LH2,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23962,07/19,16:13,8.5831,10.0,LH2,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23963,07/19,16:31,8.5831,10.0,LH2,-1.531,29.045,-6.538,7.865,-1,-1,-1,0,-1,-1,HMSDIS,HMS singles
23964,07/19,17:15,8.5831,20.0,LD2,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23965,07/19,17:47,8.5831,20.0,LD2,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23966,07/19,18:19,8.5831,20.0,LD2,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23967,07/19,19:06,8.5831,40.0,Dummy,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23968,07/19,19:40,8.5831,20.0,Dummy,-1.531,29.045,-6.538,7.865,-1,-1,-1,0,-1,-1,HMSDIS,HMS SINGLE
23969,07/19,20:09,8.5831,30.0,C,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23970,07/19,20:41,8.5831,30.0,C,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23971,07/19,21:14,8.5831,15.0,C,-1.531,29.045,-6.538,7.865,-1,-1,-1,0,-1,-1,HMSDIS,HMS SINGLE
23972,07/19,21:33,8.5831,30.0,Cu,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23973,07/19,22:07,8.5831,30.0,Cu,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23974,07/19,23:09,8.5831,30.0,Cu,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23975,07/19,23:41,8.5831,15.0,Cu,-1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23976,07/20,00:17,8.5831,15.0,Cu,-1.531,29.045,-6.538,7.865,-1,-1,-1,0,-1,-1,HMSDIS,"HMS SINGLE;current recorded as 10,15uA"
23977,07/20,01:22,8.5831,32.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23979,07/20,01:59,8.5831,32.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,0,-1,PI-SIDIS,0
23980,07/20,02:49,8.5831,19.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23981,07/20,03:36,8.5831,40.0,Dummy,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23982,07/20,04:19,8.5831,30.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23983,07/20,05:31,8.5831,30.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23984,07/20,06:13,8.5831,30.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23985,07/20,07:01,8.5831,32.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23986,07/20,07:33,8.5831,32.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23987,07/20,08:07,8.5831,32.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23988,07/20,08:39,8.5831,32.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23989,07/20,09:37,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23990,07/20,10:11,8.5831,20.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23991,07/20,10:45,8.5831,10.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23992,07/20,11:22,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23993,07/20,11:57,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23994,07/20,12:31,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23995,07/20,13:11,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23996,07/20,13:40,8.5831,14.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23998,07/20,14:15,8.5831,10.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
23999,07/20,14:55,8.5831,40.0,Dummy,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24001,07/20,15:36,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24002,07/20,16:07,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24003,07/20,16:37,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24004,07/20,17:08,8.5831,18.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24005,07/20,17:54,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24006,07/20,18:25,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24007,07/20,18:56,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24008,07/20,19:27,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24009,07/20,19:36,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24010,07/20,20:18,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,"After 57k,beam was off about 13min;hMMpi->no events in histogram"
24011,07/20,21:22,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24012,07/20,21:54,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24013,07/20,22:25,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24014,07/20,22:56,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24015,07/20,23:28,8.5831,27.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24016,07/21,00:02,8.5831,13.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24017,07/21,00:44,8.5831,13.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,HMS SINGLE
24018,07/21,01:18,8.5831,13.0,LH2,-1.531,29.045,-4.868,7.865,-1,7,-1,-1,-1,-1,SHMSDIS,0
24019,07/21,01:58,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24020,07/21,02:30,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24021,07/21,03:07,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24022,07/21,03:40,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24023,07/21,04:15,8.5831,14.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,HMS magnets tripped ~ 30s before the run stop!
24024,07/21,05:08,8.5831,14.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24026,07/21,05:42,8.5831,10.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24027,07/21,06:47,8.5831,10.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24031,07/21,07:26,8.5831,10.0,LD2,-1.531,29.045,-4.868,7.865,-1,8,-1,-1,-1,-1,SHMSDIS,0
24032,07/21,08:08,8.5831,40.0,Dummy,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24038,07/21,13:00,8.5831,20.0,Dummy,-1.531,29.045,-4.868,7.865,-1,8,-1,-1,-1,-1,SHMSDIS,EDTM was on 100Hz
24039,07/21,13:29,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,Beam taken away
24040,07/21,14:15,8.5831,30.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,Current -> 35uA; run ended due to no beam
24041,07/21,17:30,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24042,07/21,17:44,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24043,07/21,18:16,8.5831,17.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24044,07/21,18:50,8.5831,17.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24046,07/21,19:15,8.5831,17.0,C,-1.531,29.045,-4.868,7.865,-1,8,-1,-1,-1,-1,SHMSDIS,Target was moved ~2mins before run Stop!
24047,07/21,19:44,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24048,07/21,20:16,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24049,07/21,20:48,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24050,07/21,21:20,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24051,07/21,22:02,8.5831,40.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24052,07/21,22:35,8.5831,20.0,Cu,-1.531,29.045,-4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24053,07/21,22:54,8.5831,20.0,Cu,-1.531,29.045,-4.868,7.865,-1,8,-1,-1,-1,-1,SHMSDIS,0
24054,07/21,23:22,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24055,07/21,23:54,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24056,07/22,00:29,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24057,07/22,01:07,8.5831,40.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24058,07/22,01:38,8.5831,27.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24059,07/22,02:09,8.5831,13.0,LH2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24060,07/22,02:46,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24061,07/22,03:19,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24062,07/22,03:50,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24063,07/22,04:21,8.5831,20.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24064,07/22,04:53,8.5831,14.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24065,07/22,05:24,8.5831,10.0,LD2,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24066,07/22,06:12,8.5831,40.0,Dummy,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24067,07/22,06:49,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24068,07/22,07:20,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24069,07/22,07:51,8.5831,35.0,C,-1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
