run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,comment
24291,07/27,16:09,8.5831,3.0,LD2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24292,07/27,16:25,8.5831,3.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24293,07/27,16:40,8.5831,7.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24294,07/27,16:53,8.5831,10.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24295,07/27,17:07,8.5831,20.0,LH2,-1.531,29.045,4.868,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24296,07/27,17:18,8.5831,30.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24297,07/27,17:30,8.5831,40.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24298,07/27,17:35,8.5831,40.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24299,07/27,17:51,8.5831,50.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,3,-1,-1,HMSDIS,0
24300,07/28,05:14,8.5831,5.0,HOLE,-1.531,29.045,3.632,7.865,0,-1,0,-1,-1,-1,HOLE,0
24301,07/28,05:33,8.5831,50.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24303,07/28,05:54,8.5831,40.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24304,07/28,06:13,8.5831,30.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24306,07/28,06:52,8.5831,20.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24307,07/28,07:06,8.5831,10.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24308,07/28,07:19,8.5831,7.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24309,07/28,07:30,8.5831,3.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24310,07/28,08:04,8.5831,12.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24311,07/28,08:38,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24312,07/28,09:10,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24313,07/28,09:44,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24314,07/28,10:35,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24315,07/28,11:06,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24316,07/28,12:02,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24317,07/28,12:33,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24318,07/28,13:12,8.5831,7.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24319,07/28,13:46,8.5831,7.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24321,07/28,14:11,8.5831,7.0,LD2,-1.531,29.045,3.632,7.865,-1,6,-1,-1,-1,-1,SHMSDIS,0
24322,07/28,14:59,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24323,07/28,15:32,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,0,-1,PI+SIDIS,0
24324,07/28,16:06,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24325,07/28,16:38,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24326,07/28,17:09,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24327,07/28,17:41,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24328,07/28,18:12,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24329,07/28,18:43,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24330,07/28,19:14,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24331,07/28,19:45,8.5831,19.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24332,07/28,20:16,8.5831,10.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24333,07/28,20:48,8.5831,10.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24334,07/28,21:05,8.5831,10.0,LH2,-1.531,29.045,3.632,7.865,-1,5,-1,-1,-1,-1,SHMSDIS,0
24335,07/28,21:30,8.5831,40.0,Dummy,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24336,07/28,22:49,8.5831,40.0,Dummy,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24337,07/28,23:22,8.5831,40.0,Dummy,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24338,07/28,23:54,8.5831,40.0,Dummy,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24339,07/29,00:26,8.5831,40.0,Dummy,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24340,07/29,01:00,8.5831,20.0,Dummy,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24341,07/29,01:23,8.5831,20.0,Dummy,-1.531,29.045,3.632,7.865,-1,6,-1,-1,-1,-1,SHMSDIS,0
24342,07/29,01:57,8.5831,26.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24343,07/29,02:29,8.5831,26.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24344,07/29,03:00,8.5831,26.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24345,07/29,03:33,8.5831,26.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24346,07/29,04:04,8.5831,26.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24347,07/29,04:35,8.5831,26.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24348,07/29,05:06,8.5831,26.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24349,07/29,05:38,8.5831,13.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24350,07/29,06:11,8.5831,13.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24351,07/29,06:31,8.5831,13.0,C,-1.531,29.045,3.632,7.865,-1,6,-1,-1,-1,-1,SHMSDIS,0
24352,07/29,06:55,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24353,07/29,07:27,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24354,07/29,08:00,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24355,07/29,08:34,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24356,07/29,09:06,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24357,07/29,09:39,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24359,07/29,10:55,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24360,07/29,11:28,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24361,07/29,12:06,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24362,07/29,12:24,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,6,-1,-1,-1,-1,SHMSDIS,0
24363,07/29,13:19,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24364,07/29,13:50,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24365,07/29,14:21,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24366,07/29,14:52,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24367,07/29,15:23,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24368,07/29,15:55,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24369,07/29,16:27,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24370,07/29,16:58,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24371,07/29,17:29,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24372,07/29,18:00,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24373,07/29,18:33,8.5831,25.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24375,07/29,19:05,8.5831,25.0,Al,-1.531,29.045,3.632,7.865,-1,-1,3,-1,-1,-1,HMSDIS,0
24376,07/29,19:31,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24377,07/29,20:02,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24378,07/29,20:33,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24379,07/29,21:04,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24380,07/29,21:35,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24381,07/29,22:06,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24382,07/29,22:37,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,"HMS hT3 GoodTDCTime(slot2,channel? 63)empty"
24383,07/29,23:08,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24384,07/29,23:39,8.5831,7.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24385,07/30,00:21,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,"Beam down, 15min run"
24386,07/30,01:02,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24387,07/30,01:39,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,HMS magnets tripped ~3mins before the run stop!
24388,07/30,02:56,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24389,07/30,03:35,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24390,07/30,04:08,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24391,07/30,06:03,8.5831,28.0,NONE,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,EDTMBCM,EDTM @30 Hz during beam studies (LOG: 4430262)
24396,07/30,21:41,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,aerogel cut changed from 4 to 2 in online counter
24397,07/30,22:12,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24398,07/30,22:43,8.5831,19.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24399,07/30,23:14,8.5831,10.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24400,07/30,23:53,8.5831,40.0,Dummy,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24401,07/31,00:26,8.5831,40.0,Dummy,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24402,07/31,00:58,8.5831,40.0,Dummy,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24404,07/31,01:39,8.5831,24.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24405,07/31,02:11,8.5831,12.0,C,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24406,07/31,02:57,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24407,07/31,03:28,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24408,07/31,03:59,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24409,07/31,04:30,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24410,07/31,05:01,8.5831,28.0,Cu,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24411,07/31,05:39,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24412,07/31,06:10,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24413,07/31,06:41,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24414,07/31,07:13,8.5831,50.0,Al,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24415,07/31,07:55,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24416,07/31,11:50,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24417,07/31,12:26,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24418,07/31,12:57,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24419,07/31,13:31,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24421,07/31,14:59,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24422,07/31,16:54,8.5831,14.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,20min run to complete the previous run(24421)
24423,07/31,17:16,8.5831,7.0,LD2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24424,07/31,17:53,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24425,07/31,18:24,8.5831,28.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24426,07/31,18:55,8.5831,19.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24427,07/31,19:27,8.5831,10.0,LH2,-1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24428,07/31,21:46,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24429,07/31,22:18,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24430,07/31,22:49,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24431,07/31,23:26,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24432,07/31,23:56,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24433,08/01,00:28,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24434,08/01,01:01,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24435,08/01,01:31,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24436,08/01,02:02,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24437,08/01,02:33,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24438,08/01,03:08,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24440,08/01,03:28,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,4,-1,-1,-1,HMSDIS,0
24441,08/01,04:02,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,6,-1,-1,-1,-1,SHMSDIS,0
24442,08/01,04:39,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24443,08/01,05:11,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,0,-1,PI+SIDIS,0
24444,08/01,05:42,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24445,08/01,06:13,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,"short run, beam off"
24446,08/01,06:33,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24447,08/01,10:37,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24448,08/01,11:08,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24449,08/01,11:44,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24450,08/01,12:16,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24451,08/01,12:47,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24452,08/01,13:18,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24453,08/01,13:49,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24454,08/01,14:20,8.5831,8.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24455,08/01,14:56,8.5831,8.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24456,08/01,15:11,8.5831,8.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,3,-1,-1,-1,HMSDIS,0
24458,08/01,15:59,8.5831,8.0,LH2,-1.531,29.045,2.615,7.865,-1,5,-1,-1,-1,-1,SHMSDIS,0
24460,08/01,16:31,8.5831,20.0,Dummy,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24461,08/01,17:02,8.5831,20.0,Dummy,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,9min run due to power cycle
24463,08/01,17:24,8.5831,20.0,Dummy,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24464,08/01,17:46,8.5831,20.0,Dummy,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24465,08/01,18:20,8.5831,10.0,Dummy,-1.531,29.045,2.615,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24466,08/01,18:39,8.5831,10.0,Dummy,-1.531,29.045,2.615,7.865,-1,-1,3,-1,-1,-1,HMSDIS,0
24468,08/01,18:57,8.5831,10.0,Dummy,-1.531,29.045,2.615,7.865,-1,5,-1,-1,-1,-1,SHMSDIS,0
24469,08/01,19:24,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24470,08/01,19:55,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24471,08/01,20:27,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24472,08/01,20:58,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24473,08/01,21:52,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24474,08/01,22:03,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24475,08/01,22:39,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24476,08/01,23:11,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24477,08/01,23:44,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24478,08/02,00:13,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24479,08/02,00:46,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24480,08/02,01:20,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24481,08/02,01:54,8.5831,6.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24482,08/02,02:35,8.5831,6.0,C,-1.531,29.045,2.615,7.865,-1,-1,0,-1,-1,-1,HMSDIS,0
24483,08/02,02:49,8.5831,6.0,C,-1.531,29.045,2.615,7.865,-1,-1,3,-1,-1,-1,HMSDIS,0
24484,08/02,03:11,8.5831,6.0,C,-1.531,29.045,2.615,7.865,-1,0,-1,-1,-1,-1,SHMSDIS,0
24485,08/02,03:40,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24486,08/02,04:11,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24487,08/02,04:42,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24488,08/02,05:13,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24489,08/02,05:45,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24490,08/02,06:15,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24491,08/02,06:46,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24492,08/02,07:16,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24493,08/02,07:46,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24494,08/02,08:18,8.5831,12.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24495,08/02,08:18,8.5831,6.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24496,08/02,09:09,8.5831,6.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,0,-1,-1,-1,HMSDIS,0
24497,08/02,09:29,8.5831,6.0,Cu,-1.531,29.045,2.615,7.865,-1,5,-1,-1,-1,-1,SHMSDIS,0
24498,08/02,09:47,8.5831,6.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,3,-1,-1,-1,HMSDIS,0
24499,08/02,10:07,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24500,08/02,10:37,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24501,08/02,11:23,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24502,08/02,11:23,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24503,08/02,11:53,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24504,08/02,12:55,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24505,08/02,13:26,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24506,08/02,13:58,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24507,08/02,14:28,8.5831,8.0,LD2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24508,08/02,15:12,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
